local;dia;bloque_30min;porcentaje_ventas
ICARIA;MIERCOLES;5:00:00;0.00000000000000000
ICARIA;MIERCOLES;5:30:00;0.00000000000000000
ICARIA;MIERCOLES;6:00:00;0.00000000000000000
ICARIA;MIERCOLES;6:30:00;0.00000000000000000
ICARIA;MIERCOLES;7:00:00;0.00000000000000000
ICARIA;MIERCOLES;7:30:00;0.00000000000000000
ICARIA;MIERCOLES;8:00:00;0.00000000000000000
ICARIA;MIERCOLES;8:30:00;0.00000000000000000
ICARIA;MIERCOLES;9:00:00;0.00000000000000000
ICARIA;MIERCOLES;9:30:00;0.00000000000000000
ICARIA;MIERCOLES;10:00:00;0.00000000000000000
ICARIA;MIERCOLES;10:30:00;0.00000000000000000
ICARIA;MIERCOLES;11:00:00;0.00000000000000000
ICARIA;MIERCOLES;11:30:00;0.00000000000000000
ICARIA;MIERCOLES;12:00:00;0.00000000000000000
ICARIA;MIERCOLES;12:30:00;0.00400276744654265
ICARIA;MIERCOLES;13:00:00;0.00523021164018607
ICARIA;MIERCOLES;13:30:00;0.00719963238816891
ICARIA;MIERCOLES;14:00:00;0.01123361520532430
ICARIA;MIERCOLES;14:30:00;0.01289721580063710
ICARIA;MIERCOLES;15:00:00;0.01036547365268900
ICARIA;MIERCOLES;15:30:00;0.00896757559298762
ICARIA;MIERCOLES;16:00:00;0.00738220895158351
ICARIA;MIERCOLES;16:30:00;0.00624442364484138
ICARIA;MIERCOLES;17:00:00;0.00480446036205433
ICARIA;MIERCOLES;17:30:00;0.00418655551291887
ICARIA;MIERCOLES;18:00:00;0.00395244406719319
ICARIA;MIERCOLES;18:30:00;0.00364098812542942
ICARIA;MIERCOLES;19:00:00;0.00474614719735029
ICARIA;MIERCOLES;19:30:00;0.00506715714348240
ICARIA;MIERCOLES;20:00:00;0.00647874978729444
ICARIA;MIERCOLES;20:30:00;0.00718425090120031
ICARIA;MIERCOLES;21:00:00;0.00675333156613096
ICARIA;MIERCOLES;21:30:00;0.00722903050433924
ICARIA;MIERCOLES;22:00:00;0.00761826033559586
ICARIA;MIERCOLES;22:30:00;0.00764753576792197
ICARIA;MIERCOLES;23:00:00;0.00196952809634655
ICARIA;MIERCOLES;23:30:00;0.00000000000000000
ICARIA;JUEVES;0:00:00;0.00000000000000000
ICARIA;JUEVES;0:30:00;0.00000000000000000
ICARIA;JUEVES;1:00:00;0.00000000000000000
ICARIA;JUEVES;1:30:00;0.00000000000000000
ICARIA;JUEVES;2:00:00;0.00000000000000000
ICARIA;JUEVES;2:30:00;0.00000000000000000
ICARIA;JUEVES;3:00:00;0.00000000000000000
ICARIA;JUEVES;3:30:00;0.00000000000000000
ICARIA;JUEVES;4:00:00;0.00000000000000000
ICARIA;JUEVES;4:30:00;0.00000000000000000
ICARIA;JUEVES;5:00:00;0.00000000000000000
ICARIA;JUEVES;5:30:00;0.00000000000000000
ICARIA;JUEVES;6:00:00;0.00000000000000000
ICARIA;JUEVES;6:30:00;0.00000000000000000
ICARIA;JUEVES;7:00:00;0.00000000000000000
ICARIA;JUEVES;7:30:00;0.00000000000000000
ICARIA;JUEVES;8:00:00;0.00000000000000000
ICARIA;JUEVES;8:30:00;0.00000000000000000
ICARIA;JUEVES;9:00:00;0.00000000000000000
ICARIA;JUEVES;9:30:00;0.00000000000000000
ICARIA;JUEVES;10:00:00;0.00000000000000000
ICARIA;JUEVES;10:30:00;0.00000000000000000
ICARIA;JUEVES;11:00:00;0.00000000000000000
ICARIA;JUEVES;11:30:00;0.00000000000000000
ICARIA;JUEVES;12:00:00;0.00000000000000000
ICARIA;JUEVES;12:30:00;0.00373562697484331
ICARIA;JUEVES;13:00:00;0.00488115283941724
ICARIA;JUEVES;13:30:00;0.00671913652676220
ICARIA;JUEVES;14:00:00;0.01048389559135290
ICARIA;JUEVES;14:30:00;0.01203646924001280
ICARIA;JUEVES;15:00:00;0.00967369288901806
ICARIA;JUEVES;15:30:00;0.00836908906937522
ICARIA;JUEVES;16:00:00;0.00688952812317004
ICARIA;JUEVES;16:30:00;0.00582767740608243
